"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"숲(Forest)",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1동 1층 B101호 (일산동)","울산광역시 동구 방어진순환도로 652, 1동 1층 B101호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"쉐프돼지",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1동 1층 c101,102호 (일산동)","울산광역시 동구 방어진순환도로 652, 1동 1층 c101,102호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"쉐프의 고깃간",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1동 1층 c120,121호 (일산동)","울산광역시 동구 방어진순환도로 652, 1동 1층 c120,121호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"쉼; 사주&카페",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1동 2층 c211,212호 (일산동)","울산광역시 동구 방어진순환도로 652, 1동 2층 c211,212호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"쉼터",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1동 B102호 (일산동)","울산광역시 동구 방어진순환도로 652, 1동 B102호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슈가펍",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1층 (일산동, c동113호)","울산광역시 동구 방어진순환도로 652, 1층 (일산동, c동113호)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슈퍼맨17",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1층 (일산동, E동103호)","울산광역시 동구 방어진순환도로 652, 1층 (일산동, E동103호)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슈퍼사이즈커피",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 1층 D109.110호 (일산동)","울산광역시 동구 방어진순환도로 652, 1층 D109.110호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슈퍼사이즈커피 서부점",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 2동 2층 E201,202호 (일산동)","울산광역시 동구 방어진순환도로 652, 2동 2층 E201,202호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슈퍼사이즈커피 울산전하점",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 2동 E102호 (일산동)","울산광역시 동구 방어진순환도로 652, 2동 E102호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슈퍼사이즈커피방어진점",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 2층 (일산동, 테라스파크)","울산광역시 동구 방어진순환도로 652, 2층 (일산동, 테라스파크)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스너그(SNUG)",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, A106,A107,A108호 (일산동)","울산광역시 동구 방어진순환도로 652, A106,A107,A108호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스마일 치킨",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, A109,A110,A112,A113호 (일산동)","울산광역시 동구 방어진순환도로 652, A109,A110,A112,A113호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스마트피시(PC)방",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, A동 103호,104호 (일산동)","울산광역시 동구 방어진순환도로 652, A동 103호,104호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스몰비어",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, B동 1층 103,104호 (일산동)","울산광역시 동구 방어진순환도로 652, B동 1층 103,104호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스시상",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, B동 지상1층 111호 (일산동)","울산광역시 동구 방어진순환도로 652, B동 지상1층 111호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스위티방방",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, C123,C124호 (일산동)","울산광역시 동구 방어진순환도로 652, C123,C124호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스윗 모먼트(sweet moment)",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, C동 1층 109호 (일산동)","울산광역시 동구 방어진순환도로 652, C동 1층 109호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스카이",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, C동 1층 115호 (일산동)","울산광역시 동구 방어진순환도로 652, C동 1층 115호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스카이김밥",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, C동 201~202호 (일산동)","울산광역시 동구 방어진순환도로 652, C동 201~202호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스쿨푸드",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, D111호 (일산동)","울산광역시 동구 방어진순환도로 652, D111호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스타덤PC방 울산서부점",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, D동 105호 (일산동)","울산광역시 동구 방어진순환도로 652, D동 105호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스타벅스 현대동구점",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, D동 1층 102호 (일산동)","울산광역시 동구 방어진순환도로 652, D동 1층 102호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스타벅스(울산테라스파크점)",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, D동 1층 112호113호,114호 (일산동)","울산광역시 동구 방어진순환도로 652, D동 1층 112호113호,114호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스타우트",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, D동 1층 115-116호 (일산동)","울산광역시 동구 방어진순환도로 652, D동 1층 115-116호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스테끼",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, D동204,205,208,209호 (일산동)","울산광역시 동구 방어진순환도로 652, D동204,205,208,209호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스테끼(서부동)",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, E동 1층 101호 (일산동)","울산광역시 동구 방어진순환도로 652, E동 1층 101호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스테이호프",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 제1동 1층 D101호 (일산동)","울산광역시 동구 방어진순환도로 652, 제1동 1층 D101호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스토리인커피",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 제1동 C401,402호 (일산동)","울산광역시 동구 방어진순환도로 652, 제1동 C401,402호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스펀지 피시",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 제1동B동 1층 114호 (일산동)","울산광역시 동구 방어진순환도로 652, 제1동B동 1층 114호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"스플래쉬",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 제2동 1층 E105호 (일산동)","울산광역시 동구 방어진순환도로 652, 제2동 1층 E105호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슬도숯불구이",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 제2동 E107,E109호 (일산동)","울산광역시 동구 방어진순환도로 652, 제2동 E107,E109호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슬도포차",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 제2동E동 1층 104호 (일산동)","울산광역시 동구 방어진순환도로 652, 제2동E동 1층 104호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슬라블라",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 테라스파크 A105호 (일산동)","울산광역시 동구 방어진순환도로 652, 테라스파크 A105호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슬라임카페누뷜 울산동구점",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652, 테라스파크 A116호 (일산동)","울산광역시 동구 방어진순환도로 652, 테라스파크 A116호 (일산동)",울산광역시 동구,35.4997996,129.4293738,2019-09-18
"슬립리스인시애틀(울산서부점)",시설실내 또는 해당부지,울산광역시,동구,음식점,국민건강증진법 제9조,,100000,052-209-4131,"울산광역시 동구 방어진순환도로 652,B107,B108호 (일산동)","울산광역시 동구 방어진순환도로 652,B107,B108호 (일산동)",울산광역시 동구,35.499718,129.4293738,2019-09-18
